,id,gender,age,company_name,intern_role,internship_duration,academic_gpa,number_of_internships_completed,number_of_certification,intern_technical_skills,programming_level,technical_skills_required,technical_interview_score,education,department,internship_success
265,9f29f201-1248-44b1-86dd-08c8c92384f3,male,23,CLIMDES,Machine Learning,6,3.586066050901275,1,8,"['Machine Learning', 'Python', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",225,student,Computer Science,True
266,f3c40aa5-b939-4556-b514-8e26d8398ab4,male,23,CLIMDES,Machine Learning,3,2.9022526883117865,0,2,"['SQL', 'Excel', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",170,graduate,Engineering,False
267,bf0e81fb-8918-47b8-8640-4b14056c8c58,male,24,CLIMDES,Frontend,12,2.8624268116862144,0,2,"['JavaScript', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",159,student,Mathematics,False
268,2cd2a27c-23ba-4cf5-9787-f5bbd24e03ab,male,23,CLIMDES,Machine Learning,6,2.8852251098328225,0,1,"['HTML', 'PowerPoint', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",197,graduate,Engineering,False
269,c17cfd11-4b1d-4ffa-b0ad-9112367be272,female,22,CLIMDES,Machine Learning,3,3.8442751760864904,4,7,"['SQL', 'CSS', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",250,student,Engineering,True
270,2fc35f5c-c75f-440a-9a06-62267120b538,female,21,CLIMDES,Machine Learning,6,2.402536657412349,1,1,"['Excel', 'Pandas', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",159,student,Statistics,False
271,25853f83-1d28-4f83-9651-880c1ae402bb,female,21,CLIMDES,Frontend,3,2.08014482842119,0,2,"['SQL', 'CSS', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",150,graduate,Mathematics,False
272,60670cb2-9fc7-406d-bc52-5554dbd135bd,male,23,CLIMDES,Frontend,3,2.8588809465911567,1,2,"['JavaScript', 'R', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",193,graduate,Engineering,False
273,0df244e1-1170-4218-a7d8-4fdcc2425713,male,25,CLIMDES,Frontend,3,2.0851397170917223,2,0,"['Python', 'Excel', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",156,graduate,Statistics,False
274,d4f8beb0-286b-45fb-8817-b44a9f77caa0,female,22,CLIMDES,Backend,12,3.876299440070977,1,3,"['SQL', 'Python', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",227,graduate,Statistics,True
275,3d6e765d-b8fc-4e8d-884f-6fa64c4f9b80,male,25,CLIMDES,Machine Learning,6,2.4655131653523368,1,2,"['PowerPoint', 'HTML', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",165,student,Statistics,False
276,7082d53f-828c-4fa9-879e-68035907ab2e,male,21,CLIMDES,Backend,3,2.083417333811023,2,0,"['C++', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",153,student,Engineering,False
277,ee563229-2dee-4cb6-90d4-19d7efa32a27,female,23,CLIMDES,Machine Learning,12,2.056861016790112,0,1,"['Excel', 'SQL', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",166,student,Computer Science,False
278,1cf3d97f-7c4b-4cec-937f-002aa2ffda03,male,23,CLIMDES,Machine Learning,12,3.985897922111009,1,5,"['Python', 'CSS', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",241,graduate,Engineering,True
279,2fb5ba32-4c84-48e4-83f9-f08323e58e88,male,24,CLIMDES,Machine Learning,6,2.9060248714849966,0,2,"['Excel', 'SQL', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",189,student,Engineering,False
280,f548e91a-a541-40b8-b81a-2ccf38a49981,male,23,CLIMDES,Backend,3,3.8971280047357766,4,7,"['SQL', 'C', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",221,student,Engineering,True
281,90df17eb-e4d9-493b-9493-331e0de45a2a,female,21,CLIMDES,Backend,3,3.810612141647917,4,9,"['C', 'Java', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",234,student,Computer Science,True
282,c42a0601-06b2-413f-9a0d-75d9d29becbe,male,24,CLIMDES,Backend,12,3.9329220323448397,4,7,"['Java', 'C++', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",232,student,Engineering,True
283,25f33a37-654b-4330-839d-0f51d20fad64,male,22,CLIMDES,Machine Learning,3,3.6603725455000484,4,10,"['Machine Learning', 'Python', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",241,student,Mathematics,True
284,33656843-cbf7-42a7-8014-9407e7e8025c,female,22,CLIMDES,Backend,12,3.7283225981727073,5,9,"['Python', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",243,graduate,Computer Science,True
285,1a64642d-5152-48f8-bf76-d0d33aba4f99,female,22,CLIMDES,Machine Learning,6,3.679558933800368,5,7,"['SQL', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",226,graduate,Mathematics,True
286,05b28d82-0d21-4581-bcfe-33e06c623163,female,21,CLIMDES,Backend,12,3.569649711793735,1,3,"['C++', 'SQL', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",224,graduate,Mathematics,True
287,6c943d12-9315-46fd-99cf-14abee721410,female,25,CLIMDES,Backend,3,2.8873650069253425,1,2,"['C++', 'Java', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",177,graduate,Statistics,False
288,3607daf3-eaf1-49a3-ad0d-aa083496c5f2,male,24,CLIMDES,Backend,12,2.5993004048956476,2,2,"['Java', 'SQL', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",163,student,Engineering,False
289,6ec3566b-7751-4c17-b9c9-6d0ed99e0115,male,25,CLIMDES,Machine Learning,3,2.164455533498626,0,2,"['Pandas', 'Excel', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",169,graduate,Mathematics,False
290,03da6103-3c60-4639-86ce-2b9f61028374,male,22,CLIMDES,Machine Learning,3,2.3162353617322413,2,2,"['PowerPoint', 'HTML', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",164,student,Engineering,False
291,4cc231c0-7cdf-43bd-a4c6-4d97be957520,male,25,CLIMDES,Backend,3,2.140606161468178,0,1,"['C++', 'CSS', 'C']",Beginner,"['Python', 'Java', 'SQL']",191,graduate,Mathematics,False
292,fc96d23f-9e65-45fe-908a-2df4d7b11691,male,22,CLIMDES,Backend,6,2.9671587546236133,1,2,"['C++', 'Java', 'C']",Intermediate,"['Python', 'Java', 'SQL']",184,graduate,Engineering,False
293,e635e259-2288-4fba-92ea-a9409b0305c9,female,25,CLIMDES,Frontend,6,3.8320468115891524,1,6,"['CSS', 'HTML', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",224,student,Engineering,True
294,6718eec1-be3f-4594-b9d1-a57600502d6d,female,24,CLIMDES,Backend,6,2.441627041699676,0,0,"['CSS', 'Java', 'C']",Beginner,"['Python', 'Java', 'SQL']",189,student,Statistics,False
295,ed5a4e81-9859-462c-8cc9-0af1ce1637a9,female,25,CLIMDES,Machine Learning,12,2.419627501775002,0,2,"['Python', 'Pandas', 'Excel']",Beginner,"['Python', 'SQL', 'Machine Learning']",172,student,Computer Science,False
296,dece6055-7082-4943-8d8c-cb6a6a45433e,male,21,CLIMDES,Frontend,6,2.119807461162482,1,1,"['Python', 'R', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",188,graduate,Mathematics,False
297,c3dddcc7-0a5e-4a01-b338-745fa0454816,female,24,CLIMDES,Frontend,3,2.2022718858689543,1,1,"['SQL', 'Excel', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",161,student,Statistics,False
298,5e31f214-baaa-4cbf-8119-55f7203fbdd4,female,24,CLIMDES,Machine Learning,3,2.7420206227250272,0,1,"['Pandas', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",187,graduate,Computer Science,False
299,de9c922e-fc80-461c-92eb-053da6cae7d5,female,25,CLIMDES,Machine Learning,6,3.862892988984574,4,3,"['CSS', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",228,student,Statistics,True
300,cc963616-8724-4900-98dc-6eff523b8a1b,male,23,CLIMDES,Frontend,6,2.584189546394172,0,2,"['Excel', 'R', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",163,student,Statistics,False
301,f037e0cc-ab01-40c3-a2db-d83d01083d20,female,23,CLIMDES,Machine Learning,3,3.6467548418103335,4,7,"['CSS', 'HTML', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",239,student,Engineering,True
302,bfeb5c69-9df5-4134-89fd-4852305313be,male,22,CLIMDES,Frontend,3,2.029274981713657,0,1,"['SQL', 'Excel', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",183,student,Mathematics,False
303,1b647f34-8d39-4712-812c-5b6cd51f32db,female,21,CLIMDES,Machine Learning,3,2.3449293315531756,1,0,"['Pandas', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",168,student,Engineering,False
304,55be03d7-e463-4d86-890e-7e950cf13ce7,male,21,CLIMDES,Frontend,3,3.617664204453228,5,5,"['SQL', 'JavaScript', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",227,student,Statistics,True
305,ca839b54-9f8e-43b9-a2dc-b46bb138ebfb,male,22,CLIMDES,Machine Learning,3,2.301373408750706,0,0,"['PowerPoint', 'Python', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",197,graduate,Computer Science,False
306,8849d26b-bb2f-42b5-945b-f5b137221f10,female,21,CLIMDES,Machine Learning,12,2.1706628028624513,2,2,"['SQL', 'PowerPoint', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",177,student,Engineering,False
307,bda33d21-040d-4623-aef7-1974ae04180a,female,24,CLIMDES,Frontend,3,2.7406850489771584,2,2,"['Excel', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",186,graduate,Mathematics,False
308,ab335e19-c083-42e7-9a2d-00d306ce6b6f,female,21,CLIMDES,Frontend,3,2.7026401248598244,1,2,"['JavaScript', 'SQL', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",196,student,Computer Science,False
309,286a010a-674a-4ae9-934b-c973a6a23a64,male,24,CLIMDES,Backend,6,2.0511962936007886,2,2,"['Java', 'SQL', 'C++']",Beginner,"['Python', 'Java', 'SQL']",196,graduate,Mathematics,False
310,074afacf-95c6-4226-a1e2-58fee495d672,male,24,CLIMDES,Frontend,12,2.541152967447861,0,0,"['JavaScript', 'SQL', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",190,graduate,Statistics,False
311,eb039704-b797-440a-85cd-8091442714ff,male,24,CLIMDES,Frontend,12,3.558520203572282,5,8,"['SQL', 'HTML', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",243,student,Computer Science,True
312,52791952-c16f-4052-9090-edbd23d154af,male,23,CLIMDES,Machine Learning,6,3.525776022811906,4,3,"['Machine Learning', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",244,student,Statistics,True
313,b198b252-b726-4940-9fc6-6b873fa70de6,female,22,CLIMDES,Machine Learning,3,3.6243732281584373,5,3,"['Machine Learning', 'Python', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",244,student,Engineering,True
314,af21f373-3cd2-4ffe-b84f-538547484086,male,24,CLIMDES,Machine Learning,12,3.8803387930175495,2,8,"['SQL', 'CSS', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",224,graduate,Statistics,True
315,2ded15e1-4999-4e5c-b659-cccbf257a557,female,21,CLIMDES,Frontend,6,2.991530340885755,1,2,"['R', 'JavaScript', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",195,student,Engineering,False
316,914930a4-c464-48c1-a18a-cb2ac9538889,female,22,CLIMDES,Frontend,3,2.344606437977864,1,1,"['SQL', 'R', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",180,student,Statistics,False
317,77d98310-a3d7-4b7b-a042-bc1ad5dfa103,male,25,CLIMDES,Backend,3,2.179138951566112,2,0,"['CSS', 'Java', 'C++']",Beginner,"['Python', 'Java', 'SQL']",172,graduate,Mathematics,False
318,8379dc3a-73bd-40a9-909d-9a6feedd1c6e,male,21,CLIMDES,Frontend,12,2.6832122295801013,0,0,"['R', 'Python', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",150,student,Mathematics,False
319,92476f6e-fd9b-47a9-9b39-cd7b65fbdd67,female,21,CLIMDES,Frontend,6,2.346381169047712,1,2,"['Excel', 'R', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",184,graduate,Mathematics,False
320,92345af8-78b4-4d5d-a86d-f6c4fbc767ad,female,25,CLIMDES,Machine Learning,3,3.502702906599499,2,10,"['CSS', 'SQL', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",223,graduate,Mathematics,True
321,6d534cae-a9e1-4691-8f17-4d8d2c962c0d,female,21,CLIMDES,Machine Learning,6,2.42002942537899,1,0,"['PowerPoint', 'HTML', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",164,student,Computer Science,False
322,d194fc9e-4138-4a51-8441-1413b6caab42,male,25,CLIMDES,Machine Learning,3,3.836019323328345,1,10,"['HTML', 'SQL', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",232,graduate,Engineering,True
323,d9f5705a-b1af-46a2-89d5-af188ff88102,male,24,CLIMDES,Machine Learning,6,3.6757548938444335,4,3,"['SQL', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",241,graduate,Statistics,True
324,f5bfeb72-e4a6-4f1a-ae84-8caeedcc3245,male,24,CLIMDES,Machine Learning,12,2.2430330088396406,1,0,"['HTML', 'SQL', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",162,student,Statistics,False
325,93efa9c0-d5d2-4c67-a6de-a54611b328ce,female,21,CLIMDES,Machine Learning,12,2.3330406994485884,1,0,"['Excel', 'SQL', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",196,student,Engineering,False
326,c2d2232a-b24c-47f1-85d7-26c180a44b28,male,25,CLIMDES,Frontend,6,3.8831616117008783,1,5,"['Python', 'CSS', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",235,graduate,Engineering,True
327,6472e079-f1b1-4083-a4a6-fc297d395af3,female,25,CLIMDES,Frontend,3,2.3107189217445483,1,0,"['SQL', 'CSS', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",161,graduate,Computer Science,False
328,c1009ee8-12ec-4c4e-a542-407a01e830f1,female,22,CLIMDES,Machine Learning,6,3.86569736450178,4,6,"['Machine Learning', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",246,student,Computer Science,True
329,0e52f733-9543-45a3-8b54-2e98a945feaa,male,24,CLIMDES,Frontend,3,2.9293235502784167,0,2,"['Excel', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",163,graduate,Engineering,False
330,c20915b2-01ad-419f-8287-12237bc7e290,male,22,CLIMDES,Machine Learning,6,2.1221092981793115,1,1,"['PowerPoint', 'Excel', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",182,graduate,Mathematics,False
331,12958bf6-8d15-459a-a7d3-838d574898e3,female,24,CLIMDES,Frontend,3,3.578875037148036,1,3,"['CSS', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",222,student,Engineering,True
332,69062bb9-9ab0-4cea-a5e1-4f7128bb5eeb,male,23,CLIMDES,Machine Learning,6,3.760556560512812,2,8,"['Python', 'SQL', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",240,graduate,Statistics,True
333,a250aff8-4e3f-46c4-9331-3aa8d8cfde47,male,24,CLIMDES,Backend,12,3.656670547299098,4,4,"['Python', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",221,graduate,Engineering,True
334,e9cd3d09-f6e6-437c-8de8-28a408c265b0,male,22,CLIMDES,Backend,3,2.9972118128891747,2,0,"['CSS', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",153,student,Engineering,False
335,c42aa537-7fb1-4ee2-80d0-e62a62169dcc,male,21,CLIMDES,Frontend,6,3.794875473018166,5,3,"['CSS', 'SQL', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",230,student,Mathematics,True
336,3fcec25a-4125-4f55-81cb-b8fb4d56aaa6,female,25,CLIMDES,Frontend,6,3.819940903964002,2,10,"['Python', 'CSS', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",243,graduate,Mathematics,True
337,9b921e1c-2352-48e8-808a-f5a95cdaed3c,male,25,CLIMDES,Backend,12,3.86836301089489,3,9,"['C', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",238,graduate,Engineering,True
338,90981135-a7fd-47b2-842d-65df17e17afc,female,24,CLIMDES,Machine Learning,12,2.469434953467886,2,0,"['PowerPoint', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",152,graduate,Mathematics,False
339,7087b0fd-0beb-4a51-8fef-256b496ccddc,male,21,CLIMDES,Backend,6,3.8044543841470313,4,10,"['C', 'Java', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",227,student,Mathematics,True
340,28fdbb18-938b-4838-9927-01649c3efe42,female,25,CLIMDES,Backend,3,3.927643598950344,4,5,"['Java', 'C', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",230,graduate,Statistics,True
341,e2eda856-54b7-4faa-b156-38e3d64e6e28,male,21,CLIMDES,Machine Learning,12,2.9663754147026533,0,0,"['Excel', 'HTML', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",157,student,Engineering,False
342,1f22f7f3-d080-423e-94eb-5b5d5100a3ae,male,23,CLIMDES,Backend,6,2.3803828693965334,1,1,"['CSS', 'C++', 'C']",Intermediate,"['Python', 'Java', 'SQL']",156,student,Engineering,False
343,d43cdc59-3457-460a-9394-853b05f4d270,male,24,CLIMDES,Backend,3,2.2858974953575055,2,0,"['C', 'SQL', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",180,graduate,Computer Science,False
344,5ccfeaf1-74b9-4e73-a5f4-9d7613909a23,female,23,CLIMDES,Frontend,3,3.913348778920486,2,4,"['Python', 'JavaScript', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",232,graduate,Computer Science,True
345,e0e6c505-ec1a-4e81-834d-ec08437f76de,female,21,CLIMDES,Frontend,3,2.7892236768048737,1,1,"['CSS', 'SQL', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",165,graduate,Computer Science,False
346,e8d19cc8-f5a1-40c8-a75f-a6f85bae68c4,female,23,CLIMDES,Frontend,6,2.426397474718393,2,1,"['Excel', 'CSS', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",179,graduate,Computer Science,False
347,e0fdcb38-52a4-4eaa-9a34-b35f9ce76e09,male,22,CLIMDES,Frontend,3,3.6448784325069026,2,4,"['SQL', 'HTML', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",226,graduate,Engineering,True
348,fbf8e6b4-799f-4276-a9eb-99a3fdf1d937,female,25,CLIMDES,Backend,12,2.00241177996313,2,2,"['SQL', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",190,student,Statistics,False
349,aaa65f79-5477-48ce-a352-4e3e7877fe49,male,24,CLIMDES,Backend,12,2.6858188768846936,2,0,"['C', 'C++', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",196,student,Statistics,False
350,30db557d-a25f-40a4-9f7e-9183f7175860,male,24,CLIMDES,Frontend,3,3.601410794867099,2,6,"['JavaScript', 'HTML', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",227,graduate,Engineering,True
351,d1a7e541-ed62-43e8-9be9-98f9c843e535,male,24,CLIMDES,Frontend,3,3.65355040762367,1,4,"['Python', 'CSS', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",244,student,Computer Science,True
352,0f4545c7-3d6a-415c-925a-846bb19b4708,female,21,CLIMDES,Backend,12,2.2950275614964517,1,2,"['C++', 'C', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",174,graduate,Engineering,False
353,8318e6b0-f98c-4139-9848-e9b7599982d8,female,25,CLIMDES,Frontend,3,2.7284258634452336,0,0,"['CSS', 'JavaScript', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",153,student,Computer Science,False
354,5429cc42-f0b3-4b1e-9cd4-98fbda2e53b6,male,23,CLIMDES,Backend,6,2.102616211648307,1,2,"['C', 'SQL', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",185,graduate,Mathematics,False
355,d672b0c8-7c44-47d1-a19c-6c9fd415afdf,male,24,CLIMDES,Backend,12,2.672674030745401,2,1,"['C++', 'C', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",184,student,Statistics,False
356,f469703e-1a5a-4d96-b858-83c3f7492312,male,25,CLIMDES,Frontend,12,2.5831070204626725,1,1,"['SQL', 'CSS', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",168,graduate,Mathematics,False
357,d50dd28f-bfca-471f-a936-2fe109046793,male,22,CLIMDES,Frontend,12,2.682080057029949,0,2,"['CSS', 'Excel', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",192,student,Mathematics,False
358,bb316824-d5c1-45af-be61-bf015e0f1e7c,female,22,CLIMDES,Machine Learning,6,2.1256262461685482,1,0,"['Pandas', 'HTML', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",175,student,Engineering,False
359,924ba089-666d-445a-9e74-123d28ca102b,female,25,CLIMDES,Backend,3,3.9359112745005027,2,9,"['C++', 'SQL', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",233,student,Statistics,True
360,965cf49b-3841-43b7-b36f-54ad932844d7,female,22,CLIMDES,Machine Learning,3,2.6843275098764816,2,2,"['SQL', 'Python', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",152,graduate,Computer Science,False
361,5b18e564-7999-4ec3-aa1b-419aef081f3f,male,22,CLIMDES,Machine Learning,3,2.8106974581841273,2,0,"['SQL', 'Pandas', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",185,graduate,Engineering,False
362,1998b4a8-0648-4c3f-b5c0-e379221122a3,male,21,CLIMDES,Backend,3,3.8088025520666604,5,10,"['Python', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",236,graduate,Mathematics,True
363,db8f87d5-dd2c-4451-b7c2-e8b4d9ac1ff2,female,21,CLIMDES,Machine Learning,6,2.7519508101863233,0,1,"['Pandas', 'HTML', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",183,student,Mathematics,False
364,8a3879a3-af07-4a24-954f-ee4ab6a5ab5b,female,22,CLIMDES,Backend,6,2.580763672325154,1,1,"['CSS', 'Java', 'C']",Intermediate,"['Python', 'Java', 'SQL']",180,graduate,Statistics,False
365,6270cc30-bd8e-4700-b5f3-7545ae33ac19,male,23,CLIMDES,Backend,3,3.583182811625568,4,4,"['Java', 'Python', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",223,graduate,Engineering,True
366,f84f8b2b-072c-4036-aa83-96238fe1529e,male,23,CLIMDES,Backend,12,2.120455439213383,1,0,"['CSS', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",179,graduate,Computer Science,False
367,0c843660-b844-4a87-b86a-ad3402aae343,male,21,CLIMDES,Machine Learning,6,3.893042048416325,5,10,"['HTML', 'Machine Learning', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",224,student,Statistics,True
368,f2fa9908-2fdf-4c72-a22f-d214bbf91f7b,male,24,CLIMDES,Backend,12,2.507565057821483,0,0,"['CSS', 'Java', 'C++']",Beginner,"['Python', 'Java', 'SQL']",156,student,Statistics,False
369,774a2ad2-239a-476b-8b94-b45e6afce124,male,21,CLIMDES,Backend,6,2.3218572624251617,0,0,"['C++', 'C', 'Java']",Beginner,"['Python', 'Java', 'SQL']",174,student,Statistics,False
370,003790b0-e9f4-487d-a3d9-c78392190b0b,female,22,CLIMDES,Frontend,6,3.5372433952269735,3,8,"['HTML', 'SQL', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",224,student,Mathematics,True
371,7357a048-a137-45e8-b3e6-c00d9ce8abd4,female,24,CLIMDES,Backend,12,2.6509871197964054,2,2,"['CSS', 'C++', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",194,graduate,Computer Science,False
372,30f4c3ff-eff0-4e39-ac56-9ac242f1359f,male,23,CLIMDES,Frontend,12,3.7347118284144996,4,7,"['CSS', 'SQL', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",244,graduate,Computer Science,True
373,48c9f53c-f638-42ff-a8ab-1054b40d9365,male,25,CLIMDES,Backend,12,2.223448974422558,0,1,"['Java', 'SQL', 'C']",Beginner,"['Python', 'Java', 'SQL']",176,graduate,Statistics,False
374,5466fafb-68a5-4456-b94d-11199a691da0,female,22,CLIMDES,Frontend,6,2.8489510781009377,2,1,"['CSS', 'R', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",156,student,Mathematics,False
375,54779668-a298-4a84-9e51-135a160cfced,male,24,CLIMDES,Backend,12,2.0437159098574527,2,2,"['SQL', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",189,student,Statistics,False
376,cb332aa8-85f1-4bd9-ab6f-f40a609f277d,female,23,CLIMDES,Frontend,6,2.2755591581120727,2,0,"['R', 'JavaScript', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",151,graduate,Mathematics,False
377,05fbd7db-b0c1-4753-837b-9a33798aaa69,male,25,CLIMDES,Machine Learning,6,2.2936476029042834,0,2,"['SQL', 'Python', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",155,graduate,Computer Science,False
378,13602306-f208-41fc-bc89-982b8abe1689,male,23,CLIMDES,Frontend,6,2.6545845488929594,2,1,"['SQL', 'R', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",180,student,Computer Science,False
379,8501183a-dba3-4c39-8b3e-39e2ad00550e,male,22,CLIMDES,Machine Learning,12,2.038522428153441,0,1,"['SQL', 'Python', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",152,student,Computer Science,False
380,4416547e-34b7-474f-bd2d-11c29836147e,male,23,CLIMDES,Machine Learning,3,2.4347608338688516,2,0,"['Pandas', 'SQL', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",193,student,Statistics,False
381,14024469-0952-44ac-8123-4f2048a453d5,female,25,CLIMDES,Frontend,12,2.02489165327421,0,2,"['JavaScript', 'R', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",179,student,Engineering,False
382,f0c50b74-6398-4201-967b-6dc133851ca7,female,22,CLIMDES,Machine Learning,3,2.4534735374694225,2,2,"['Python', 'PowerPoint', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",178,graduate,Engineering,False
383,5cbf5537-322c-4042-b39e-30caa0920384,female,22,CLIMDES,Frontend,3,2.1528865018779464,0,2,"['Python', 'R', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",155,student,Computer Science,False
